rank,score,source_path,source_dir,source_name,face_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_width,crop_height,size_bucket,image_width,image_height,crop_path
920,0.9360830783843994,data/luxty_escort/group_030/g030_p1_photo_88@04-05-2026_21-34-48.jpg,data/luxty_escort/group_030,g030_p1_photo_88@04-05-2026_21-34-48.jpg,0,244,253,421,463,177,210,at_least_48,733,1176,face_scores/crops/data__luxty_escort__group_030__g030_p1_photo_88@04-05-2026_21-34-48__face_00__score_0.9361.jpg
921,0.9361131191253662,data/luxty_escort/group_107/g107_p1_photo_319@04-05-2026_21-39-57.jpg,data/luxty_escort/group_107,g107_p1_photo_319@04-05-2026_21-39-57.jpg,0,316,288,558,641,242,353,at_least_48,833,1280,face_scores/crops/data__luxty_escort__group_107__g107_p1_photo_319@04-05-2026_21-39-57__face_00__score_0.9361.jpg
922,0.9361299276351929,data/luxty_escort/group_199/g199_p2_photo_596@04-05-2026_21-43-10.jpg,data/luxty_escort/group_199,g199_p2_photo_596@04-05-2026_21-43-10.jpg,0,480,278,653,537,173,259,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_199__g199_p2_photo_596@04-05-2026_21-43-10__face_00__score_0.9361.jpg
923,0.9361476302146912,data/inter-escort/22/aa14f4mb6yhfggun4mmy0ub91fernb26.jpg,data/inter-escort/22,aa14f4mb6yhfggun4mmy0ub91fernb26.jpg,0,445,71,857,644,412,573,at_least_48,1243,1530,face_scores/crops/data__inter-escort__22__aa14f4mb6yhfggun4mmy0ub91fernb26__face_00__score_0.9361.jpg
924,0.9362366199493408,data/luxty_escort/group_209/g209_p2_photo_626@04-05-2026_21-43-11.jpg,data/luxty_escort/group_209,g209_p2_photo_626@04-05-2026_21-43-11.jpg,0,335,222,689,736,354,514,at_least_48,1022,1280,face_scores/crops/data__luxty_escort__group_209__g209_p2_photo_626@04-05-2026_21-43-11__face_00__score_0.9362.jpg
925,0.9362838268280029,data/luxty_escort/groups_009_059_150/g009_p1_photo_25@04-05-2026_21-34-47.jpg,data/luxty_escort/groups_009_059_150,g009_p1_photo_25@04-05-2026_21-34-47.jpg,0,323,4,548,343,225,339,at_least_48,832,1280,face_scores/crops/data__luxty_escort__groups_009_059_150__g009_p1_photo_25@04-05-2026_21-34-47__face_00__score_0.9363.jpg
926,0.9363416433334351,data/luxty_escort/group_145/g145_p3_photo_435@04-05-2026_21-41-07.jpg,data/luxty_escort/group_145,g145_p3_photo_435@04-05-2026_21-41-07.jpg,0,347,110,591,525,244,415,at_least_48,828,1022,face_scores/crops/data__luxty_escort__group_145__g145_p3_photo_435@04-05-2026_21-41-07__face_00__score_0.9363.jpg
927,0.9363921880722046,data/luxty_escort/group_076/g076_p1_photo_226@04-05-2026_21-38-31.jpg,data/luxty_escort/group_076,g076_p1_photo_226@04-05-2026_21-38-31.jpg,0,314,93,471,300,157,207,at_least_48,709,1024,face_scores/crops/data__luxty_escort__group_076__g076_p1_photo_226@04-05-2026_21-38-31__face_00__score_0.9364.jpg
928,0.9364222288131714,data/luxty_escort/group_005/g005_p3_photo_15@04-05-2026_21-34-47.jpg,data/luxty_escort/group_005,g005_p3_photo_15@04-05-2026_21-34-47.jpg,0,235,68,535,451,300,383,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_005__g005_p3_photo_15@04-05-2026_21-34-47__face_00__score_0.9364.jpg
929,0.9365145564079285,data/inter-escort/36/rymvd9dbz2l4zc4uy14pp2tigcv301ih.jpg,data/inter-escort/36,rymvd9dbz2l4zc4uy14pp2tigcv301ih.jpg,0,606,11,1035,576,429,565,at_least_48,1242,1540,face_scores/crops/data__inter-escort__36__rymvd9dbz2l4zc4uy14pp2tigcv301ih__face_00__score_0.9365.jpg
930,0.9366389513015747,data/inter-escort/76/q320ub9fxxwc6kp71mmjh7ee3w2xvruz.jpg,data/inter-escort/76,q320ub9fxxwc6kp71mmjh7ee3w2xvruz.jpg,0,453,95,784,627,331,532,at_least_48,1284,1598,face_scores/crops/data__inter-escort__76__q320ub9fxxwc6kp71mmjh7ee3w2xvruz__face_00__score_0.9366.jpg
931,0.9366438388824463,data/luxty_escort/group_104/g104_p2_photo_311@04-05-2026_21-39-57.jpg,data/luxty_escort/group_104,g104_p2_photo_311@04-05-2026_21-39-57.jpg,0,321,261,561,628,240,367,at_least_48,780,1280,face_scores/crops/data__luxty_escort__group_104__g104_p2_photo_311@04-05-2026_21-39-57__face_00__score_0.9366.jpg
932,0.9366618990898132,data/luxty_escort/group_038/g038_p2_photo_113@04-05-2026_21-36-46.jpg,data/luxty_escort/group_038,g038_p2_photo_113@04-05-2026_21-36-46.jpg,0,270,233,443,454,173,221,at_least_48,653,1076,face_scores/crops/data__luxty_escort__group_038__g038_p2_photo_113@04-05-2026_21-36-46__face_00__score_0.9367.jpg
933,0.9366923570632935,data/luxty_escort/groups_051_093/g051_p1_photo_151@04-05-2026_21-36-47.jpg,data/luxty_escort/groups_051_093,g051_p1_photo_151@04-05-2026_21-36-47.jpg,0,270,242,569,677,299,435,at_least_48,768,1024,face_scores/crops/data__luxty_escort__groups_051_093__g051_p1_photo_151@04-05-2026_21-36-47__face_00__score_0.9367.jpg
934,0.9367038011550903,data/luxty_escort/group_060/g060_p3_photo_180@04-05-2026_21-36-47.jpg,data/luxty_escort/group_060,g060_p3_photo_180@04-05-2026_21-36-47.jpg,0,339,234,533,522,194,288,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_060__g060_p3_photo_180@04-05-2026_21-36-47__face_00__score_0.9367.jpg
935,0.9367333650588989,data/inter-escort/33/0p759grxq38y0b8upxorgvswhp6v52cq.jpg,data/inter-escort/33,0p759grxq38y0b8upxorgvswhp6v52cq.jpg,0,353,249,554,569,201,320,at_least_48,960,1280,face_scores/crops/data__inter-escort__33__0p759grxq38y0b8upxorgvswhp6v52cq__face_00__score_0.9367.jpg
936,0.9367446303367615,data/inter-escort/21/8kf20qaa9wusbqicokr5bs387ipn7x2x.jpg,data/inter-escort/21,8kf20qaa9wusbqicokr5bs387ipn7x2x.jpg,0,372,510,581,787,209,277,at_least_48,1066,1600,face_scores/crops/data__inter-escort__21__8kf20qaa9wusbqicokr5bs387ipn7x2x__face_00__score_0.9367.jpg
937,0.9367532730102539,data/inter-escort/74/m02kgg1d1mmlihlmj8wo0suc9lwfc0ke.jpg,data/inter-escort/74,m02kgg1d1mmlihlmj8wo0suc9lwfc0ke.jpg,0,274,157,505,479,231,322,at_least_48,768,1024,face_scores/crops/data__inter-escort__74__m02kgg1d1mmlihlmj8wo0suc9lwfc0ke__face_00__score_0.9368.jpg
938,0.936820387840271,data/luxty_escort/group_194/g194_p1_photo_580@04-05-2026_21-42-17.jpg,data/luxty_escort/group_194,g194_p1_photo_580@04-05-2026_21-42-17.jpg,0,313,354,571,724,258,370,at_least_48,848,1280,face_scores/crops/data__luxty_escort__group_194__g194_p1_photo_580@04-05-2026_21-42-17__face_00__score_0.9368.jpg
939,0.9368433356285095,data/luxty_escort/group_215/g215_p2_photo_644@04-05-2026_21-43-11.jpg,data/luxty_escort/group_215,g215_p2_photo_644@04-05-2026_21-43-11.jpg,0,248,152,426,396,178,244,at_least_48,806,1280,face_scores/crops/data__luxty_escort__group_215__g215_p2_photo_644@04-05-2026_21-43-11__face_00__score_0.9368.jpg
940,0.9369404911994934,data/luxty_escort/group_127/g127_p1_photo_379@04-05-2026_21-39-58.jpg,data/luxty_escort/group_127,g127_p1_photo_379@04-05-2026_21-39-58.jpg,0,178,173,542,712,364,539,at_least_48,766,1280,face_scores/crops/data__luxty_escort__group_127__g127_p1_photo_379@04-05-2026_21-39-58__face_00__score_0.9369.jpg
941,0.9369589686393738,data/inter-escort/74/tzb1gdc7hzi91e979yqdqo1ekbjn5mxu.jpg,data/inter-escort/74,tzb1gdc7hzi91e979yqdqo1ekbjn5mxu.jpg,0,306,84,503,401,197,317,at_least_48,766,1024,face_scores/crops/data__inter-escort__74__tzb1gdc7hzi91e979yqdqo1ekbjn5mxu__face_00__score_0.9370.jpg
942,0.9369667172431946,data/luxty_escort/group_046/g046_p2_photo_137@04-05-2026_21-36-46.jpg,data/luxty_escort/group_046,g046_p2_photo_137@04-05-2026_21-36-46.jpg,0,445,213,565,377,120,164,at_least_48,791,1253,face_scores/crops/data__luxty_escort__group_046__g046_p2_photo_137@04-05-2026_21-36-46__face_00__score_0.9370.jpg
943,0.9369851350784302,data/akykla/aleksa/260162.jpg,data/akykla/aleksa,260162.jpg,0,291,131,445,324,154,193,at_least_48,604,800,face_scores/crops/data__akykla__aleksa__260162__face_00__score_0.9370.jpg
944,0.9371382594108582,data/luxty_escort/group_007/g007_p1_photo_19@04-05-2026_21-34-47.jpg,data/luxty_escort/group_007,g007_p1_photo_19@04-05-2026_21-34-47.jpg,0,355,288,594,639,239,351,at_least_48,947,1280,face_scores/crops/data__luxty_escort__group_007__g007_p1_photo_19@04-05-2026_21-34-47__face_00__score_0.9371.jpg
945,0.9371455907821655,data/luxty_escort/group_169/g169_p2_photo_506@04-05-2026_21-42-16.jpg,data/luxty_escort/group_169,g169_p2_photo_506@04-05-2026_21-42-16.jpg,0,186,183,349,421,163,238,at_least_48,804,1247,face_scores/crops/data__luxty_escort__group_169__g169_p2_photo_506@04-05-2026_21-42-16__face_00__score_0.9371.jpg
946,0.9372338056564331,data/luxty_escort/groups_141_213/g141_p1_photo_421@04-05-2026_21-41-07.jpg,data/luxty_escort/groups_141_213,g141_p1_photo_421@04-05-2026_21-41-07.jpg,0,411,264,651,610,240,346,at_least_48,960,1280,face_scores/crops/data__luxty_escort__groups_141_213__g141_p1_photo_421@04-05-2026_21-41-07__face_00__score_0.9372.jpg
947,0.9372392296791077,data/inter-escort/9/d4gpbceoaf0j1pfp6wyhz1gk5u2jxnlw.jpg,data/inter-escort/9,d4gpbceoaf0j1pfp6wyhz1gk5u2jxnlw.jpg,0,438,30,609,270,171,240,at_least_48,1243,1456,face_scores/crops/data__inter-escort__9__d4gpbceoaf0j1pfp6wyhz1gk5u2jxnlw__face_00__score_0.9372.jpg
948,0.9372488856315613,data/akykla/mila1/819214.jpg,data/akykla/mila1,819214.jpg,0,170,49,422,379,252,330,at_least_48,534,800,face_scores/crops/data__akykla__mila1__819214__face_00__score_0.9372.jpg
949,0.9373101592063904,data/inter-escort/29/0ijctn9fdy0gh1dhenlivb2moy0t0ear.jpg,data/inter-escort/29,0ijctn9fdy0gh1dhenlivb2moy0t0ear.jpg,0,176,85,369,331,193,246,at_least_48,960,1280,face_scores/crops/data__inter-escort__29__0ijctn9fdy0gh1dhenlivb2moy0t0ear__face_00__score_0.9373.jpg
950,0.9373133182525635,data/inter-escort/30/ususms5wrh2h6zw6hz2amxqbrwizfle3.jpg,data/inter-escort/30,ususms5wrh2h6zw6hz2amxqbrwizfle3.jpg,0,331,197,563,479,232,282,at_least_48,852,1280,face_scores/crops/data__inter-escort__30__ususms5wrh2h6zw6hz2amxqbrwizfle3__face_00__score_0.9373.jpg
951,0.937386691570282,data/luxty_escort/groups_123_174/g123_p2_photo_368@04-05-2026_21-39-58.jpg,data/luxty_escort/groups_123_174,g123_p2_photo_368@04-05-2026_21-39-58.jpg,0,350,170,584,488,234,318,at_least_48,927,1280,face_scores/crops/data__luxty_escort__groups_123_174__g123_p2_photo_368@04-05-2026_21-39-58__face_00__score_0.9374.jpg
952,0.9374162554740906,data/luxty_escort/group_143/g143_p2_photo_428@04-05-2026_21-41-07.jpg,data/luxty_escort/group_143,g143_p2_photo_428@04-05-2026_21-41-07.jpg,0,343,137,567,459,224,322,at_least_48,855,1280,face_scores/crops/data__luxty_escort__group_143__g143_p2_photo_428@04-05-2026_21-41-07__face_00__score_0.9374.jpg
953,0.937422513961792,data/luxty_escort/group_183/g183_p1_photo_547@04-05-2026_21-42-16.jpg,data/luxty_escort/group_183,g183_p1_photo_547@04-05-2026_21-42-16.jpg,0,249,316,419,544,170,228,at_least_48,685,1028,face_scores/crops/data__luxty_escort__group_183__g183_p1_photo_547@04-05-2026_21-42-16__face_00__score_0.9374.jpg
954,0.9375095963478088,data/luxty_escort/groups_006_034/g006_p3_photo_18@04-05-2026_21-34-47.jpg,data/luxty_escort/groups_006_034,g006_p3_photo_18@04-05-2026_21-34-47.jpg,0,443,87,678,415,235,328,at_least_48,853,1280,face_scores/crops/data__luxty_escort__groups_006_034__g006_p3_photo_18@04-05-2026_21-34-47__face_00__score_0.9375.jpg
955,0.9376882314682007,data/inter-escort/72/pm6r9rodulkega36xf5gu6v2y6wobcsm.jpg,data/inter-escort/72,pm6r9rodulkega36xf5gu6v2y6wobcsm.jpg,0,349,21,509,244,160,223,at_least_48,897,1024,face_scores/crops/data__inter-escort__72__pm6r9rodulkega36xf5gu6v2y6wobcsm__face_00__score_0.9377.jpg
956,0.9377237558364868,data/luxty_escort/group_225/g225_p2_photo_674@04-05-2026_21-43-12.jpg,data/luxty_escort/group_225,g225_p2_photo_674@04-05-2026_21-43-12.jpg,0,210,305,463,644,253,339,at_least_48,852,1280,face_scores/crops/data__luxty_escort__group_225__g225_p2_photo_674@04-05-2026_21-43-12__face_00__score_0.9377.jpg
957,0.9377323985099792,data/inter-escort/41/t7apz3vtj5gwmk7wbzi7h8cbjrkaxw0m.jpg,data/inter-escort/41,t7apz3vtj5gwmk7wbzi7h8cbjrkaxw0m.jpg,0,482,43,714,378,232,335,at_least_48,1001,1264,face_scores/crops/data__inter-escort__41__t7apz3vtj5gwmk7wbzi7h8cbjrkaxw0m__face_00__score_0.9377.jpg
958,0.9377357363700867,data/luxty_escort/group_180/g180_p3_photo_540@04-05-2026_21-42-16.jpg,data/luxty_escort/group_180,g180_p3_photo_540@04-05-2026_21-42-16.jpg,0,238,219,412,475,174,256,at_least_48,703,1076,face_scores/crops/data__luxty_escort__group_180__g180_p3_photo_540@04-05-2026_21-42-16__face_00__score_0.9377.jpg
959,0.9377360343933105,data/inter-escort/71/5zy2jdkkamjgcat16embevd3wjn00o86.jpg,data/inter-escort/71,5zy2jdkkamjgcat16embevd3wjn00o86.jpg,0,546,119,736,394,190,275,at_least_48,1125,1123,face_scores/crops/data__inter-escort__71__5zy2jdkkamjgcat16embevd3wjn00o86__face_00__score_0.9377.jpg
960,0.9377727508544922,data/akykla/lana/253937.jpg,data/akykla/lana,253937.jpg,0,241,115,510,494,269,379,at_least_48,621,800,face_scores/crops/data__akykla__lana__253937__face_00__score_0.9378.jpg
961,0.9378170967102051,data/inter-escort/57/yaitsy2sy6ykn931sqvcxajuxxh5nac6.jpg,data/inter-escort/57,yaitsy2sy6ykn931sqvcxajuxxh5nac6.jpg,0,413,199,648,598,235,399,at_least_48,1066,1600,face_scores/crops/data__inter-escort__57__yaitsy2sy6ykn931sqvcxajuxxh5nac6__face_00__score_0.9378.jpg
962,0.9378185272216797,data/inter-escort/9/remrw52r4e6damoolibpk9yx3kwyk7qv.jpg,data/inter-escort/9,remrw52r4e6damoolibpk9yx3kwyk7qv.jpg,0,273,32,459,283,186,251,at_least_48,555,833,face_scores/crops/data__inter-escort__9__remrw52r4e6damoolibpk9yx3kwyk7qv__face_00__score_0.9378.jpg
963,0.937869131565094,data/akykla/mariya/489014.jpg,data/akykla/mariya,489014.jpg,0,193,43,358,272,165,229,at_least_48,534,800,face_scores/crops/data__akykla__mariya__489014__face_00__score_0.9379.jpg
964,0.9379801750183105,data/inter-escort/59/m967tzydg42k6tnf805i7epk7am8348r.jpg,data/inter-escort/59,m967tzydg42k6tnf805i7epk7am8348r.jpg,0,153,109,379,408,226,299,at_least_48,555,833,face_scores/crops/data__inter-escort__59__m967tzydg42k6tnf805i7epk7am8348r__face_00__score_0.9380.jpg
965,0.9380180239677429,data/luxty_escort/group_047/g047_p2_photo_140@04-05-2026_21-36-46.jpg,data/luxty_escort/group_047,g047_p2_photo_140@04-05-2026_21-36-46.jpg,0,292,111,493,391,201,280,at_least_48,735,1024,face_scores/crops/data__luxty_escort__group_047__g047_p2_photo_140@04-05-2026_21-36-46__face_00__score_0.9380.jpg
966,0.9380679130554199,data/luxty_escort/group_098/g098_p3_photo_294@04-05-2026_21-38-32.jpg,data/luxty_escort/group_098,g098_p3_photo_294@04-05-2026_21-38-32.jpg,0,89,55,276,307,187,252,at_least_48,719,1280,face_scores/crops/data__luxty_escort__group_098__g098_p3_photo_294@04-05-2026_21-38-32__face_00__score_0.9381.jpg
967,0.9380863308906555,data/inter-escort/74/13vl5d52sgulhzocoag8l3i51j4i3a9y.jpg,data/inter-escort/74,13vl5d52sgulhzocoag8l3i51j4i3a9y.jpg,0,305,256,450,469,145,213,at_least_48,1024,1024,face_scores/crops/data__inter-escort__74__13vl5d52sgulhzocoag8l3i51j4i3a9y__face_00__score_0.9381.jpg
968,0.9381192922592163,data/luxty_escort/group_082/g082_p2_photo_245@04-05-2026_21-38-32.jpg,data/luxty_escort/group_082,g082_p2_photo_245@04-05-2026_21-38-32.jpg,0,281,66,433,301,152,235,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_082__g082_p2_photo_245@04-05-2026_21-38-32__face_00__score_0.9381.jpg
969,0.9381285905838013,data/luxty_escort/groups_171_202/g171_p2_photo_512@04-05-2026_21-42-16.jpg,data/luxty_escort/groups_171_202,g171_p2_photo_512@04-05-2026_21-42-16.jpg,0,274,266,459,524,185,258,at_least_48,852,1280,face_scores/crops/data__luxty_escort__groups_171_202__g171_p2_photo_512@04-05-2026_21-42-16__face_00__score_0.9381.jpg
970,0.9381526708602905,data/luxty_escort/group_092/g092_p3_photo_276@04-05-2026_21-38-32.jpg,data/luxty_escort/group_092,g092_p3_photo_276@04-05-2026_21-38-32.jpg,0,305,119,478,365,173,246,at_least_48,735,946,face_scores/crops/data__luxty_escort__group_092__g092_p3_photo_276@04-05-2026_21-38-32__face_00__score_0.9382.jpg
971,0.9382373690605164,data/luxty_escort/groups_006_034/g034_p1_photo_100@04-05-2026_21-36-46.jpg,data/luxty_escort/groups_006_034,g034_p1_photo_100@04-05-2026_21-36-46.jpg,0,442,86,678,415,236,329,at_least_48,785,1280,face_scores/crops/data__luxty_escort__groups_006_034__g034_p1_photo_100@04-05-2026_21-36-46__face_00__score_0.9382.jpg
972,0.9382554292678833,data/luxty_escort/groups_121_173_223/g173_p2_photo_518@04-05-2026_21-42-16.jpg,data/luxty_escort/groups_121_173_223,g173_p2_photo_518@04-05-2026_21-42-16.jpg,0,275,188,486,489,211,301,at_least_48,766,1280,face_scores/crops/data__luxty_escort__groups_121_173_223__g173_p2_photo_518@04-05-2026_21-42-16__face_00__score_0.9383.jpg
973,0.9382719993591309,data/akykla/mila1/714203.jpg,data/akykla/mila1,714203.jpg,0,220,51,466,362,246,311,at_least_48,534,800,face_scores/crops/data__akykla__mila1__714203__face_00__score_0.9383.jpg
974,0.9382994174957275,data/luxty_escort/group_157/g157_p2_photo_470@04-05-2026_21-41-07.jpg,data/luxty_escort/group_157,g157_p2_photo_470@04-05-2026_21-41-07.jpg,0,162,271,433,647,271,376,at_least_48,591,1280,face_scores/crops/data__luxty_escort__group_157__g157_p2_photo_470@04-05-2026_21-41-07__face_00__score_0.9383.jpg
975,0.9383399486541748,data/luxty_escort/group_191/g191_p3_photo_573@04-05-2026_21-42-17.jpg,data/luxty_escort/group_191,g191_p3_photo_573@04-05-2026_21-42-17.jpg,0,97,0,521,545,424,545,at_least_48,640,640,face_scores/crops/data__luxty_escort__group_191__g191_p3_photo_573@04-05-2026_21-42-17__face_00__score_0.9383.jpg
976,0.9384148120880127,data/luxty_escort/group_197/g197_p3_photo_591@04-05-2026_21-42-17.jpg,data/luxty_escort/group_197,g197_p3_photo_591@04-05-2026_21-42-17.jpg,0,345,294,445,423,100,129,at_least_48,854,1280,face_scores/crops/data__luxty_escort__group_197__g197_p3_photo_591@04-05-2026_21-42-17__face_00__score_0.9384.jpg
977,0.9384479522705078,data/luxty_escort/group_111/g111_p1_photo_331@04-05-2026_21-39-57.jpg,data/luxty_escort/group_111,g111_p1_photo_331@04-05-2026_21-39-57.jpg,0,310,163,461,373,151,210,at_least_48,682,1024,face_scores/crops/data__luxty_escort__group_111__g111_p1_photo_331@04-05-2026_21-39-57__face_00__score_0.9384.jpg
978,0.9386630058288574,data/inter-escort/9/0c7dgn39bz8gxay0yteqdbe321m2wnj5.jpg,data/inter-escort/9,0c7dgn39bz8gxay0yteqdbe321m2wnj5.jpg,0,419,237,722,671,303,434,at_least_48,1243,1540,face_scores/crops/data__inter-escort__9__0c7dgn39bz8gxay0yteqdbe321m2wnj5__face_00__score_0.9387.jpg
979,0.9387040138244629,data/luxty_escort/group_107/g107_p2_photo_320@04-05-2026_21-39-57.jpg,data/luxty_escort/group_107,g107_p2_photo_320@04-05-2026_21-39-57.jpg,0,205,312,360,512,155,200,at_least_48,517,1138,face_scores/crops/data__luxty_escort__group_107__g107_p2_photo_320@04-05-2026_21-39-57__face_00__score_0.9387.jpg
980,0.9388887882232666,data/luxty_escort/group_024/g024_p3_photo_72@04-05-2026_21-34-48.jpg,data/luxty_escort/group_024,g024_p3_photo_72@04-05-2026_21-34-48.jpg,0,259,306,508,642,249,336,at_least_48,765,1066,face_scores/crops/data__luxty_escort__group_024__g024_p3_photo_72@04-05-2026_21-34-48__face_00__score_0.9389.jpg
981,0.9389108419418335,data/inter-escort/71/1pwt2824g49ggqcq0rxrq34h8y50qlib.jpg,data/inter-escort/71,1pwt2824g49ggqcq0rxrq34h8y50qlib.jpg,0,495,43,865,503,370,460,at_least_48,1280,960,face_scores/crops/data__inter-escort__71__1pwt2824g49ggqcq0rxrq34h8y50qlib__face_00__score_0.9389.jpg
982,0.9389383792877197,data/luxty_escort/group_195/g195_p2_photo_584@04-05-2026_21-42-17.jpg,data/luxty_escort/group_195,g195_p2_photo_584@04-05-2026_21-42-17.jpg,0,354,203,587,538,233,335,at_least_48,900,1176,face_scores/crops/data__luxty_escort__group_195__g195_p2_photo_584@04-05-2026_21-42-17__face_00__score_0.9389.jpg
983,0.9389665722846985,data/luxty_escort/group_057/g057_p1_photo_169@04-05-2026_21-36-47.jpg,data/luxty_escort/group_057,g057_p1_photo_169@04-05-2026_21-36-47.jpg,0,298,180,524,479,226,299,at_least_48,842,1280,face_scores/crops/data__luxty_escort__group_057__g057_p1_photo_169@04-05-2026_21-36-47__face_00__score_0.9390.jpg
984,0.9389933943748474,data/akykla/elena1/907410.jpg,data/akykla/elena1,907410.jpg,0,229,67,361,275,132,208,at_least_48,600,800,face_scores/crops/data__akykla__elena1__907410__face_00__score_0.9390.jpg
985,0.9390637278556824,data/inter-escort/37/u638ecd5kbgap39rtujmxrg8no6sfnx2.jpg,data/inter-escort/37,u638ecd5kbgap39rtujmxrg8no6sfnx2.jpg,0,575,317,827,617,252,300,at_least_48,1242,1472,face_scores/crops/data__inter-escort__37__u638ecd5kbgap39rtujmxrg8no6sfnx2__face_00__score_0.9391.jpg
986,0.9390813112258911,data/luxty_escort/group_077/g077_p2_photo_230@04-05-2026_21-38-31.jpg,data/luxty_escort/group_077,g077_p2_photo_230@04-05-2026_21-38-31.jpg,0,342,188,517,424,175,236,at_least_48,783,1221,face_scores/crops/data__luxty_escort__group_077__g077_p2_photo_230@04-05-2026_21-38-31__face_00__score_0.9391.jpg
987,0.9390978217124939,data/luxty_escort/group_192/g192_p2_photo_575@04-05-2026_21-42-17.jpg,data/luxty_escort/group_192,g192_p2_photo_575@04-05-2026_21-42-17.jpg,0,265,211,503,538,238,327,at_least_48,749,1149,face_scores/crops/data__luxty_escort__group_192__g192_p2_photo_575@04-05-2026_21-42-17__face_00__score_0.9391.jpg
988,0.9391165971755981,data/luxty_escort/group_043/g043_p2_photo_128@04-05-2026_21-36-46.jpg,data/luxty_escort/group_043,g043_p2_photo_128@04-05-2026_21-36-46.jpg,0,257,233,425,483,168,250,at_least_48,722,1188,face_scores/crops/data__luxty_escort__group_043__g043_p2_photo_128@04-05-2026_21-36-46__face_00__score_0.9391.jpg
989,0.9391769766807556,data/luxty_escort/group_079/g079_p1_photo_235@04-05-2026_21-38-31.jpg,data/luxty_escort/group_079,g079_p1_photo_235@04-05-2026_21-38-31.jpg,0,317,420,517,684,200,264,at_least_48,778,1256,face_scores/crops/data__luxty_escort__group_079__g079_p1_photo_235@04-05-2026_21-38-31__face_00__score_0.9392.jpg
990,0.9392380714416504,data/luxty_escort/group_008/g008_p2_photo_23@04-05-2026_21-34-47.jpg,data/luxty_escort/group_008,g008_p2_photo_23@04-05-2026_21-34-47.jpg,0,224,83,503,448,279,365,at_least_48,768,1024,face_scores/crops/data__luxty_escort__group_008__g008_p2_photo_23@04-05-2026_21-34-47__face_00__score_0.9392.jpg
991,0.9394637942314148,data/luxty_escort/group_148/g148_p1_photo_442@04-05-2026_21-41-07.jpg,data/luxty_escort/group_148,g148_p1_photo_442@04-05-2026_21-41-07.jpg,0,328,243,491,483,163,240,at_least_48,891,1280,face_scores/crops/data__luxty_escort__group_148__g148_p1_photo_442@04-05-2026_21-41-07__face_00__score_0.9395.jpg
992,0.9395030736923218,data/luxty_escort/group_046/g046_p1_photo_136@04-05-2026_21-36-46.jpg,data/luxty_escort/group_046,g046_p1_photo_136@04-05-2026_21-36-46.jpg,0,277,12,557,396,280,384,at_least_48,740,1280,face_scores/crops/data__luxty_escort__group_046__g046_p1_photo_136@04-05-2026_21-36-46__face_00__score_0.9395.jpg
993,0.9395143389701843,data/luxty_escort/group_119/g119_p1_photo_355@04-05-2026_21-39-57.jpg,data/luxty_escort/group_119,g119_p1_photo_355@04-05-2026_21-39-57.jpg,0,204,45,619,615,415,570,at_least_48,867,1280,face_scores/crops/data__luxty_escort__group_119__g119_p1_photo_355@04-05-2026_21-39-57__face_00__score_0.9395.jpg
994,0.9396228790283203,data/luxty_escort/group_060/g060_p2_photo_179@04-05-2026_21-36-47.jpg,data/luxty_escort/group_060,g060_p2_photo_179@04-05-2026_21-36-47.jpg,0,391,403,615,701,224,298,at_least_48,911,1280,face_scores/crops/data__luxty_escort__group_060__g060_p2_photo_179@04-05-2026_21-36-47__face_00__score_0.9396.jpg
995,0.9396905899047852,data/inter-escort/39/1nldytsr763g490kuj10j7lx5aldn50j.jpg,data/inter-escort/39,1nldytsr763g490kuj10j7lx5aldn50j.jpg,0,481,139,627,338,146,199,at_least_48,822,1024,face_scores/crops/data__inter-escort__39__1nldytsr763g490kuj10j7lx5aldn50j__face_00__score_0.9397.jpg
996,0.93971186876297,data/akykla/aleksa/41290.jpg,data/akykla/aleksa,41290.jpg,0,178,154,296,322,118,168,at_least_48,533,800,face_scores/crops/data__akykla__aleksa__41290__face_00__score_0.9397.jpg
997,0.9397128224372864,data/luxty_escort/group_227/g227_p2_photo_680@04-05-2026_21-43-12.jpg,data/luxty_escort/group_227,g227_p2_photo_680@04-05-2026_21-43-12.jpg,0,272,19,540,369,268,350,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_227__g227_p2_photo_680@04-05-2026_21-43-12__face_00__score_0.9397.jpg
998,0.9397391676902771,data/inter-escort/33/ns9snl1vrjolseflei33j2lu27vh7ea9.jpg,data/inter-escort/33,ns9snl1vrjolseflei33j2lu27vh7ea9.jpg,0,450,152,606,370,156,218,at_least_48,1030,1280,face_scores/crops/data__inter-escort__33__ns9snl1vrjolseflei33j2lu27vh7ea9__face_00__score_0.9397.jpg
999,0.9398357272148132,data/luxty_escort/group_137/g137_p1_photo_409@04-05-2026_21-41-06.jpg,data/luxty_escort/group_137,g137_p1_photo_409@04-05-2026_21-41-06.jpg,0,369,223,540,459,171,236,at_least_48,766,1220,face_scores/crops/data__luxty_escort__group_137__g137_p1_photo_409@04-05-2026_21-41-06__face_00__score_0.9398.jpg
